SegmentName;ProductName;Brand
CASA, CONSTRUÇÃO E JARDINAGEM;MASCARA 3M DESC DOBR 9913 CZ PINTUR PFF1;
CASA, CONSTRUÇÃO E JARDINAGEM;PRIMER UNIVERSAL MAXI RUBBER 0900L;
CASA, CONSTRUÇÃO E JARDINAGEM;LUKS ESM B SOLV 900L BRANCO FOSCO;
CASA, CONSTRUÇÃO E JARDINAGEM;REFLETOR LED GALAXY 20W SLIM BIV 6500K IP65;
CASA, CONSTRUÇÃO E JARDINAGEM;CORALIT CORAL ESM.SINT. TRADICIONAL 3600L BR FOSC;
CASA, CONSTRUÇÃO E JARDINAGEM;FLANGE P/SERRA MAKITA CARBONPECAS;
CASA, CONSTRUÇÃO E JARDINAGEM;MULTIMETRO DIGITAL THOMPSON;
CASA, CONSTRUÇÃO E JARDINAGEM;LUVA MAO EMBORR.VERMELHA (T-09) G KALIPSO;
CASA, CONSTRUÇÃO E JARDINAGEM;TESOURA BRASFORT 5` USO GERAL 7627;
CASA, CONSTRUÇÃO E JARDINAGEM;ARAME FARPADO GERDAU 500M;
CASA, CONSTRUÇÃO E JARDINAGEM;CORALIT CORAL ESM.SINT.S RAPIDA 900LTABACO;
CASA, CONSTRUÇÃO E JARDINAGEM;"CHUVEIRO FRIO LUCONI PVC 06""BR C/REGISTRO";
CASA, CONSTRUÇÃO E JARDINAGEM;GRELHA CHURRASCO INOX DUPLA CONCAVA MEDIA;
CASA, CONSTRUÇÃO E JARDINAGEM;PLACA ILUMI STYLUS BR 4X2(2INT) 2050;
CASA, CONSTRUÇÃO E JARDINAGEM;PARAFUSO SEXT.R.SOBERBA 5/16X75;
CASA, CONSTRUÇÃO E JARDINAGEM;TINTA PO INDEFLEX AMARELO 5KG;INDEFLEX
CASA, CONSTRUÇÃO E JARDINAGEM;TIJOLINHO COMUM C/10PC PACOTE;
CASA, CONSTRUÇÃO E JARDINAGEM;CABIDE INCA DUPLOZAMAC ZINCADO;
CASA, CONSTRUÇÃO E JARDINAGEM;TUBO AGUA MARROM KRONA 25MM(BARRA $18,00;
CASA, CONSTRUÇÃO E JARDINAGEM;LUVA MAO PU EMBORR.PRETA EXTACATIL;
CASA, CONSTRUÇÃO E JARDINAGEM;COLA SELA CALHA ACRILICO TUBO 400ML;
