SegmentName;ProductName;Brand
BANCAS, QUIOSQUES E PAPELARIAS;BLOCO MILIMETRADO A4 50 FOLHAS OFF PAPER;OFF PAPER
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL PRANCHETA OPACO A4 MARGEADO 50 FOLHAS;
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL COUCHÊ A4 OFF PAPER BRANCO 50 FOLHAS;OFF PAPER
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL VERGÊ A4 OFF PAPER BRANCO 50 FOLHAS;OFF PAPER
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL VERGÊ A4 OFF PAPER SALMÃO 50 FOLHAS;OFF PAPER
BANCAS, QUIOSQUES E PAPELARIAS;SUPORTE DE FITA ADESIVA CARBRINK PR-253;CARBRINK
BANCAS, QUIOSQUES E PAPELARIAS;PLACA & SINALIZAÇÕES PACIFIC;
BANCAS, QUIOSQUES E PAPELARIAS;PLACA & SINALIZAÇÕES PACIFIC;
BANCAS, QUIOSQUES E PAPELARIAS;PLACA & SINALIZAÇÕES ACESSO 20CM;ACESSO PLACAS E SINALIZAÇÕES
BANCAS, QUIOSQUES E PAPELARIAS;PLACA & SINALIZAÇÕES SAÍDA;
BANCAS, QUIOSQUES E PAPELARIAS;PLACA & SINALIZAÇÕES ALUGA-SE PAPEL;
BANCAS, QUIOSQUES E PAPELARIAS;PLACA OFERTA/SUPER OFERTA AMARELA;
BANCAS, QUIOSQUES E PAPELARIAS;ATLAS ESCOLAR GEOGRÁFICO BRASILEITURA;
BANCAS, QUIOSQUES E PAPELARIAS;MAPA DA REGIÃO SUL MULTIMAPAS;
BANCAS, QUIOSQUES E PAPELARIAS;ATLAS ESCOLAR GEOGRÁFICO CIRANDA CULTURAL;
BANCAS, QUIOSQUES E PAPELARIAS;SUPER GUIA METROPOLITANO MUNDI MAPAS 2014;
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL DE CARTA REBELDE C/ 10 PAPÉIS;
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL DE CARTA C/ 8;
BANCAS, QUIOSQUES E PAPELARIAS;KIT 10 LIVRO GIGANTES DA TERRA BRASILEITURA;BRASILEITURA
BANCAS, QUIOSQUES E PAPELARIAS;BLOCO DE ANOTAÇÕES C/ CANETA SD 55 FOLHAS;SÃO DOMINGOS S.A.
BANCAS, QUIOSQUES E PAPELARIAS;REFIL P/ FICHÁRIO UNIVERSITÁRIO C/4 FUROS HOTWEELS;
BANCAS, QUIOSQUES E PAPELARIAS;PAPEL DE CARTA LOVABLE ANIMALS;
BANCAS, QUIOSQUES E PAPELARIAS;BLOCO DE ANOTAÇÕES BARBIE TILIBRA 36 FOLHAS;
BANCAS, QUIOSQUES E PAPELARIAS;TABELA PERIÓDICA DOS ELEMENTOS MULTIMAPAS UNIDADE;
BANCAS, QUIOSQUES E PAPELARIAS;LIVRO TÉCNICAS BÁSICAS P/ CONCURSOS, VESTIBULARES E PROFISSÕES DIVERSOS;
BANCAS, QUIOSQUES E PAPELARIAS;FICHÁRIO PEQUENO PRETO;
BANCAS, QUIOSQUES E PAPELARIAS;FICHÁRIO TILIBRA DANIELE WINITS;
BANCAS, QUIOSQUES E PAPELARIAS;FICHÁRIO DAC LIFESTYLE 310MM X 250MM;
BANCAS, QUIOSQUES E PAPELARIAS;FICHÁRIO SUPER GIRLS CORAÇÃO BRANCO;
BANCAS, QUIOSQUES E PAPELARIAS;DIVISÓRIAS COMPACT PLASTPARK 10 MATÉRIAS;
BANCAS, QUIOSQUES E PAPELARIAS;CAIXA ARQUIVO MORTO DELLO COD. 0326.E.0025;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA PORTA CHEQUE PP LINE FUMÊ C/ 12 DIVISÓRIAS;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA PORTA CHEQUE PP LINE CRISTAL C/ 12 DIVISÓRIAS;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA PORTA CHEQUE PP LINE AZUL C/ 12 DIVISÓRIAS;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA A4 SMILE CRISTAL DELLO C/ 12 DIVISÓRIAS;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA A4 SMILE AZUL DELLO C/ 12 DIVISÓRIAS;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA A4 SMILE ROXO DELLO C/ 12 DIVISÓRIAS;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA A4 SMILE ROSA DELLO C/ 12 DIVISÓRIAS;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SANFONADA A4 VMP PRETO C/ 12 DIVISÓRIAS;VMP
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO OFÍCIO LOMBO 4cm CRISTAL DELLO;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO OFÍCIO LOMBO 4cm FUMÊ DELLO;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO OFÍCIO LOMBO 3cm FUMÊ DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO OFÍCIO LOMBO 2cm FUMÊ DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO OFÍCIO LOMBO 2cm VERMELHO DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA BARBIE TILIBRA;Tilibra
BANCAS, QUIOSQUES E PAPELARIAS;PASTA PADRINHOS MÁGICOS TILIBRA;Tilibra
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA ELÁSTICO DELLOPLEX COD. 0199 BRANCO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA C/ ELÁSTICO PAPEL DELLOPLEX VERMELHA DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA C/ ELÁSTICO OFÍCIO LINE VERMELHO - DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA OFICIO ECOLINER SORT VMP;VMP
BANCAS, QUIOSQUES E PAPELARIAS;PASTA C/ABA FERRAGEM AMARELO POLYCART;POLYCART
BANCAS, QUIOSQUES E PAPELARIAS;PASTA GRAMP TRILHO FRAMA BRANCA;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA COM GRAMPO - DELLOPLEX PRETO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA COM GRAMPO - DELLOPLEX AZUL;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA COM GRAMPO - DELLOPLEX AMARELO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA COM GRAMPO - DELLOPLEX VERDE;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA COM GRAMPO - DELLOPLEX VERMELHO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA GRAMPO TRILHO CRISTAL OFFICE ALAPLAST C/ 10 PLÁSTICO;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA SUSPENSA PLÁSTICO FUMê C/ GRAMPO DELLO 0005.I;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;"PASTA "" L "" OFÍCIO DELLO SORTIDAS AVULSO";DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA MALETA A3 ACP AZUL REF: 1052;
BANCAS, QUIOSQUES E PAPELARIAS;SACO PLÁSTICO PROTETOR DE DOCUMENTO BRW C/ 10;BRW
BANCAS, QUIOSQUES E PAPELARIAS;PORTA ALVARÁ AZUL REF: 448;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA 3 GRAMPOS BRANCO DANYPEL C/ 10;DANYPEL
BANCAS, QUIOSQUES E PAPELARIAS;PASTA ABA 1/2 OFÍCIO LINE CRISTAL DELLO;DELLO
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CANALETA PP VMP AZUL REF: 218.8.00;VMP
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CLASSIF. C/ GRAMPO AZUL ACP;ACP
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CATALOGO A4 C/ 10 FOLHAS SORTIDAS;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA GRAMPO QUEEN CINZA;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA 1/2 CANALETA A4 FUMÊ;
BANCAS, QUIOSQUES E PAPELARIAS;PRANCHETA PLÁSTICA CARBRINK;CARBRINK
BANCAS, QUIOSQUES E PAPELARIAS;PORTA DOCUMENTO 1/2 OFÍCIO;
BANCAS, QUIOSQUES E PAPELARIAS;PORTA CARTÕES DE VISITA DAC 80 LUG. PVC C/ 10 Folhas;DAC
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CATALOGO 100 Folhas;
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CATALOGO C/ VISOR DAC PVC 10 Folhas;DAC
BANCAS, QUIOSQUES E PAPELARIAS;PASTA CATALOGO DAC PVC 50 Folhas;DAC
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO SOFT ESCOLAR LS FROZEN DERMIWILL 60229;DERMIWILL
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO SOFT ESCOLAR LS FROZEN DERMIWILL 60215;DERMIWILL
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR GRANDE POOH 63328;POLIBRAS
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR GRANDE FADAS 63322;POLIBRAS
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR GRANDE PUCCA 56531;POLIBRAS
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR GRANDE BARBIE 56287;POLIBRAS
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR GRANDE PRINCESAS 63324;POLIBRAS
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR TEEN KIDS GOODIE;
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR KIT ROXO;
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR REDONDO 24024 - SORTIDO;
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR FROZEN;
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR PEPPA PIG;
BANCAS, QUIOSQUES E PAPELARIAS;ESTOJO ESCOLAR PRINCESAS;
BANCAS, QUIOSQUES E PAPELARIAS;MINIDICIONÁRIO PRÁTICO ESPANHOL-PORTUGUÊS DCL;
BANCAS, QUIOSQUES E PAPELARIAS;MINIDICIONÁRIO ESCOLAR INGLÊS/PORTUGUÊS;CIRANDA CULTURAL
BANCAS, QUIOSQUES E PAPELARIAS;MINIDICIONÁRIO ESCOLAR PORTUGUÊS - CIRANDA CULTURAL;CIRANDA CULTURAL
BANCAS, QUIOSQUES E PAPELARIAS;GRAMPEADOR ACRIMET PREMIUM PLUS FLAT 26/6;ACRIMET
BANCAS, QUIOSQUES E PAPELARIAS;GRAMPEADOR ACRIMET FACILITY FLAT;ACRIMET
BANCAS, QUIOSQUES E PAPELARIAS;GRAMPEADOR ALICATE PROFISSIONAL BRW;BRW
BANCAS, QUIOSQUES E PAPELARIAS;EXTRATOR DE GRAMPO MAPED OFFICE;MAPED
BANCAS, QUIOSQUES E PAPELARIAS;GRAMPEADOR METAL ESSENTIALS MAPED OFFICE;MAPED
BANCAS, QUIOSQUES E PAPELARIAS;PERFURADOR DE PAPEL 4 FUROS P6016b - EAGLE;
BANCAS, QUIOSQUES E PAPELARIAS;PERFURADOR DE PAPEL AÇO 2 FUROS BRW;BRW
BANCAS, QUIOSQUES E PAPELARIAS;GRAMPEADOR P/ 100 Folhas METÁLICA BRW;BRW
BANCAS, QUIOSQUES E PAPELARIAS;ETIQUETADORA PRICE LABELER K-5500 KIT;
BANCAS, QUIOSQUES E PAPELARIAS;CALCULADORA ELETRÔNICA SHENG KA-65A;SHENG
BANCAS, QUIOSQUES E PAPELARIAS;CARIMBO DIVERSOS DIZERES CARBRINK;CARBRINK
BANCAS, QUIOSQUES E PAPELARIAS;SUPORTE P/ FITA ADESIVA PEQUENO BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;SUPORTE P/ FITA ADESIVA 25MM BRW;BRW
BANCAS, QUIOSQUES E PAPELARIAS;MOUSE PAD COMFORT GEL LIFETIME;Nenhum
BANCAS, QUIOSQUES E PAPELARIAS;GIZ ESCOLAR COLORIDO CAIXA 64 UNIDADE DELTA;DELTA
BANCAS, QUIOSQUES E PAPELARIAS;GIZ ESCOLAR CALAC UNIDADE BRANCO;CALAC
BANCAS, QUIOSQUES E PAPELARIAS;RÉGUA MADEIRA SOUZA EDUCAÇÃO 30CM;SOUZA
BANCAS, QUIOSQUES E PAPELARIAS;RÉGUA MADEIRA 30CM SOUZA;SOUZA
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLÁSTICA WALEU 30CM CRISTAL;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLASTICA 15CM TRANSPARENTE WALEU;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLASTICA 20CM TRANSPARENTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLASTICA 20CM ESQUADRO 21X60 BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLASTICA 15CM ESQUADRO 21X45 BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;RÉGUA CURVA COSTURA MÉDIA;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;ESCALÍMETRO TRIANGULAR METÁLICO 15CM TRIS;TRIS
BANCAS, QUIOSQUES E PAPELARIAS;TRANSFERIDOR ESCOLAR XALINGO 180;XALINGO
BANCAS, QUIOSQUES E PAPELARIAS;RÉGUA CURVA COSTURA GRANDE BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;REGUA PLASTICA 50CM BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;REGUA ESCOLAR PLASTICA 50CM ESQUADRO BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;GABARITO PARA GEOMETRIA BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;RÉGUA MAPA DO BRASIL BANDEIRANTE;BANDEIRANTE
BANCAS, QUIOSQUES E PAPELARIAS;KIT NORMÓGRAFO CRISTAL - WALEU;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;PORTA CANETA/CLIPS/ LEMBRETE TRIO PLUS PRETO - WALEU;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;PORTA CANETA/CLIPS/LEMBRETE TRIO CRISTAL - WALEU;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;PORTA LÁPIS E CANETAS CRISTAL - WALEU;WALEU
BANCAS, QUIOSQUES E PAPELARIAS;FICHARIO 3 X 5 FUME 911 ACRIMET;ACRIMET
BANCAS, QUIOSQUES E PAPELARIAS;FICHARIO 4X6 FUME ACRIMET;ACRIMET
BANCAS, QUIOSQUES E PAPELARIAS;COLA GLITTER ACRILEX 201 OURO 35GR;ACRILEX
BANCAS, QUIOSQUES E PAPELARIAS;COLA BRANCA TEM MAIS 40G;
BANCAS, QUIOSQUES E PAPELARIAS;ETIQUETA ADESIVA PREÇO REF:/R$ C/ 330;
BANCAS, QUIOSQUES E PAPELARIAS;ETIQUETA ADESIVA PREÇO HB01 BRANCA;
BANCAS, QUIOSQUES E PAPELARIAS;COLA ESCOLAR BRANCA PALHACINHO 40G;
BANCAS, QUIOSQUES E PAPELARIAS;COLA BASTÃO BRW 36G;BRW
BANCAS, QUIOSQUES E PAPELARIAS;COLA BASTÃO CIS FIX 34G;CIS
BANCAS, QUIOSQUES E PAPELARIAS;COLA BASTÃO ECOLUTIONS BIC 36G;BIC
BANCAS, QUIOSQUES E PAPELARIAS;COLA BASTÃO EAGLE 19G;
BANCAS, QUIOSQUES E PAPELARIAS;COLA BASTÃO PRITT 10G;PRITT
BANCAS, QUIOSQUES E PAPELARIAS;COLA ROSA MULTIUSO PRITT 35G;PRITT
BANCAS, QUIOSQUES E PAPELARIAS;COLA BRANCA TENAZ 35G;PRITT
BANCAS, QUIOSQUES E PAPELARIAS;COLA PALHACINHO 90G;PanAmericana
BANCAS, QUIOSQUES E PAPELARIAS;COLA BRANCA LAOBAN 90G;
BANCAS, QUIOSQUES E PAPELARIAS;COLA BRANCA TENAZ PRITT 110G;PRITT
BANCAS, QUIOSQUES E PAPELARIAS;COLA EM FITA BRW 6M;BRW
BANCAS, QUIOSQUES E PAPELARIAS;TINTA P/ MARCADOR PERMANENTE MARKING BIC VERMELHO;BIC
BANCAS, QUIOSQUES E PAPELARIAS;TINTA P/ MARCADOR PERMANENTE MARKING BIC AZUL;BIC
BANCAS, QUIOSQUES E PAPELARIAS;TINTA REABASTECEDOR P/ PINCEL ATÔMICO TR37 37ML PILOT VERMELHO;PILOT
BANCAS, QUIOSQUES E PAPELARIAS;TINTA REABASTECEDOR P/ PINCEL ATÔMICO 37ML PILOT PRETO;PILOT
BANCAS, QUIOSQUES E PAPELARIAS;TINTA REABASTECEDOR P/ PINCEL ATÔMICO TR37 37ML PILOT AZUL;
